Classifier,Fold,Repeat,train_auc,train_f1,val_auc,val_mcc,val_kappa,val_f1_binary,val_f1_macro,val_accuracy,val_sensitivity,val_specificity,val_ppv,val_npv,val_balanced_accuracy,per_class_precision,per_class_recall,per_class_f1,per_class_accuracy
Gradient Boosting,1,1,1.0,1.0,0.7613168724279835,0.3748613934530363,0.3696682464454977,0.6122448979591837,0.6827458256029685,0.6984126984126984,0.5555555555555556,0.8055555555555556,0.6818181818181818,0.7073170731707317,0.6805555555555556,"[0.7073170731707317, 0.6818181818181818]","[0.8055555555555556, 0.5555555555555556]","[0.7532467532467533, 0.6122448979591837]","[0.8055555555555556, 0.5555555555555556]"
Gradient Boosting,2,1,1.0,1.0,0.7623456790123457,0.3872983346207417,0.3870967741935484,0.6545454545454545,0.6934699103713189,0.6984126984126984,0.6666666666666666,0.7222222222222222,0.6428571428571429,0.7428571428571429,0.6944444444444444,"[0.7428571428571429, 0.6428571428571429]","[0.7222222222222222, 0.6666666666666666]","[0.7323943661971831, 0.6545454545454545]","[0.7222222222222222, 0.6666666666666666]"
Gradient Boosting,3,1,1.0,1.0,0.8004158004158004,0.4358152340106846,0.43363299841353786,0.6530612244897959,0.7161410018552876,0.7301587301587301,0.6153846153846154,0.8108108108108109,0.6956521739130435,0.75,0.7130977130977132,"[0.75, 0.6956521739130435]","[0.8108108108108109, 0.6153846153846154]","[0.7792207792207793, 0.6530612244897959]","[0.8108108108108109, 0.6153846153846154]"
Gradient Boosting,4,1,1.0,1.0,0.7006237006237006,0.40467443029011024,0.40378548895899047,0.64,0.7015789473684211,0.7142857142857143,0.6153846153846154,0.7837837837837838,0.6666666666666666,0.7435897435897436,0.6995841995841996,"[0.7435897435897436, 0.6666666666666666]","[0.7837837837837838, 0.6153846153846154]","[0.7631578947368421, 0.64]","[0.7837837837837838, 0.6153846153846154]"
Gradient Boosting,5,1,1.0,1.0,0.8408119658119658,0.5363247863247863,0.5363247863247864,0.7307692307692307,0.7681623931623931,0.7741935483870968,0.7307692307692307,0.8055555555555556,0.7307692307692307,0.8055555555555556,0.7681623931623931,"[0.8055555555555556, 0.7307692307692307]","[0.8055555555555556, 0.7307692307692307]","[0.8055555555555556, 0.7307692307692307]","[0.8055555555555556, 0.7307692307692307]"
Gradient Boosting,6,2,1.0,1.0,0.6944444444444444,0.27600278301474435,0.2735849056603773,0.56,0.6352631578947369,0.6507936507936508,0.5185185185185185,0.75,0.6086956521739131,0.675,0.6342592592592593,"[0.675, 0.6086956521739131]","[0.75, 0.5185185185185185]","[0.7105263157894737, 0.56]","[0.75, 0.5185185185185185]"
Gradient Boosting,7,2,1.0,1.0,0.7160493827160492,0.2512960169793548,0.25116279069767444,0.5660377358490566,0.6254846213491858,0.6349206349206349,0.5555555555555556,0.6944444444444444,0.5769230769230769,0.6756756756756757,0.625,"[0.6756756756756757, 0.5769230769230769]","[0.6944444444444444, 0.5555555555555556]","[0.684931506849315, 0.5660377358490566]","[0.6944444444444444, 0.5555555555555556]"
Gradient Boosting,8,2,1.0,1.0,0.8503118503118503,0.5374582277290527,0.5362776025236593,0.72,0.7678947368421052,0.7777777777777778,0.6923076923076923,0.8378378378378378,0.75,0.7948717948717948,0.7650727650727651,"[0.7948717948717948, 0.75]","[0.8378378378378378, 0.6923076923076923]","[0.8157894736842105, 0.72]","[0.8378378378378378, 0.6923076923076923]"
Gradient Boosting,9,2,1.0,1.0,0.8232848232848232,0.5374582277290527,0.5362776025236593,0.72,0.7678947368421052,0.7777777777777778,0.6923076923076923,0.8378378378378378,0.75,0.7948717948717948,0.7650727650727651,"[0.7948717948717948, 0.75]","[0.8378378378378378, 0.6923076923076923]","[0.8157894736842105, 0.72]","[0.8378378378378378, 0.6923076923076923]"
Gradient Boosting,10,2,1.0,1.0,0.8215811965811965,0.47671203391961386,0.4756871035940803,0.7037037037037037,0.7375661375661375,0.7419354838709677,0.7307692307692307,0.75,0.6785714285714286,0.7941176470588235,0.7403846153846154,"[0.7941176470588235, 0.6785714285714286]","[0.75, 0.7307692307692307]","[0.7714285714285715, 0.7037037037037037]","[0.75, 0.7307692307692307]"
Gradient Boosting,11,3,1.0,1.0,0.8024691358024691,0.38159765541309426,0.38139534883720927,0.6415094339622641,0.6906177306797622,0.6984126984126984,0.6296296296296297,0.75,0.6538461538461539,0.7297297297297297,0.6898148148148149,"[0.7297297297297297, 0.6538461538461539]","[0.75, 0.6296296296296297]","[0.7397260273972602, 0.6415094339622641]","[0.75, 0.6296296296296297]"
Gradient Boosting,12,3,1.0,1.0,0.8806584362139918,0.5767098360815943,0.5687203791469195,0.7346938775510204,0.7829313543599259,0.7936507936507936,0.6666666666666666,0.8888888888888888,0.8181818181818182,0.7804878048780488,0.7777777777777777,"[0.7804878048780488, 0.8181818181818182]","[0.8888888888888888, 0.6666666666666666]","[0.8311688311688312, 0.7346938775510204]","[0.8888888888888888, 0.6666666666666666]"
Gradient Boosting,13,3,1.0,1.0,0.7099792099792099,0.3532592529461894,0.3525179856115107,0.6296296296296297,0.6759259259259259,0.6825396825396826,0.6538461538461539,0.7027027027027027,0.6071428571428571,0.7428571428571429,0.6782744282744283,"[0.7428571428571429, 0.6071428571428571]","[0.7027027027027027, 0.6538461538461539]","[0.7222222222222222, 0.6296296296296297]","[0.7027027027027027, 0.6538461538461539]"
Gradient Boosting,14,3,1.0,1.0,0.6735966735966736,0.28837490036423624,0.28776978417266175,0.5925925925925926,0.6435185185185185,0.6507936507936508,0.6153846153846154,0.6756756756756757,0.5714285714285714,0.7142857142857143,0.6455301455301455,"[0.7142857142857143, 0.5714285714285714]","[0.6756756756756757, 0.6153846153846154]","[0.6944444444444444, 0.5925925925925926]","[0.6756756756756757, 0.6153846153846154]"
