Classifier,Fold,Repeat,train_auc,train_f1,val_auc,val_mcc,val_kappa,val_f1_binary,val_f1_macro,val_accuracy,val_sensitivity,val_specificity,val_ppv,val_npv,val_balanced_accuracy,per_class_precision,per_class_recall,per_class_f1,per_class_accuracy
Gradient Boosting,1,1,1.0,1.0,0.867283950617284,0.44214420766255563,0.4360189573459716,0.6530612244897959,0.7161410018552876,0.7301587301587301,0.5925925925925926,0.8333333333333334,0.7272727272727273,0.7317073170731707,0.712962962962963,"[0.7317073170731707, 0.7272727272727273]","[0.8333333333333334, 0.5925925925925926]","[0.7792207792207793, 0.6530612244897959]","[0.8333333333333334, 0.5925925925925926]"
Gradient Boosting,2,1,1.0,1.0,0.7993827160493827,0.509427021872075,0.5023696682464456,0.6938775510204082,0.7495361781076066,0.7619047619047619,0.6296296296296297,0.8611111111111112,0.7727272727272727,0.7560975609756098,0.7453703703703705,"[0.7560975609756098, 0.7727272727272727]","[0.8611111111111112, 0.6296296296296297]","[0.8051948051948052, 0.6938775510204082]","[0.8611111111111112, 0.6296296296296297]"
Gradient Boosting,3,1,1.0,1.0,0.8471933471933472,0.5374582277290527,0.5362776025236593,0.72,0.7678947368421052,0.7777777777777778,0.6923076923076923,0.8378378378378378,0.75,0.7948717948717948,0.7650727650727651,"[0.7948717948717948, 0.75]","[0.8378378378378378, 0.6923076923076923]","[0.8157894736842105, 0.72]","[0.8378378378378378, 0.6923076923076923]"
Gradient Boosting,4,1,1.0,1.0,0.7411642411642412,0.3979896782294477,0.3896663078579118,0.6086956521739131,0.6918478260869565,0.7142857142857143,0.5384615384615384,0.8378378378378378,0.7,0.7209302325581395,0.6881496881496881,"[0.7209302325581395, 0.7]","[0.8378378378378378, 0.5384615384615384]","[0.775, 0.6086956521739131]","[0.8378378378378378, 0.5384615384615384]"
Gradient Boosting,5,1,1.0,1.0,0.8835470085470086,0.5653216447859382,0.5624321389793703,0.7346938775510204,0.7806802721088435,0.7903225806451613,0.6923076923076923,0.8611111111111112,0.782608695652174,0.7948717948717948,0.7767094017094017,"[0.7948717948717948, 0.782608695652174]","[0.8611111111111112, 0.6923076923076923]","[0.8266666666666667, 0.7346938775510204]","[0.8611111111111112, 0.6923076923076923]"
Gradient Boosting,6,2,1.0,1.0,0.7211934156378601,0.34020690871988585,0.33333333333333337,0.5833333333333334,0.6634615384615385,0.6825396825396826,0.5185185185185185,0.8055555555555556,0.6666666666666666,0.6904761904761905,0.662037037037037,"[0.6904761904761905, 0.6666666666666666]","[0.8055555555555556, 0.5185185185185185]","[0.7435897435897436, 0.5833333333333334]","[0.8055555555555556, 0.5185185185185185]"
Gradient Boosting,7,2,1.0,1.0,0.8158436213991769,0.4166666666666667,0.41666666666666663,0.6666666666666666,0.7083333333333333,0.7142857142857143,0.6666666666666666,0.75,0.6666666666666666,0.75,0.7083333333333333,"[0.75, 0.6666666666666666]","[0.75, 0.6666666666666666]","[0.75, 0.6666666666666666]","[0.75, 0.6666666666666666]"
Gradient Boosting,8,2,1.0,1.0,0.8523908523908523,0.4004220890038905,0.3968085106382979,0.625,0.6971153846153846,0.7142857142857143,0.5769230769230769,0.8108108108108109,0.6818181818181818,0.7317073170731707,0.6938669438669438,"[0.7317073170731707, 0.6818181818181818]","[0.8108108108108109, 0.5769230769230769]","[0.7692307692307693, 0.625]","[0.8108108108108109, 0.5769230769230769]"
Gradient Boosting,9,2,1.0,1.0,0.8846153846153846,0.5842332539145736,0.5815022994379151,0.7636363636363637,0.790268886043534,0.7936507936507936,0.8076923076923077,0.7837837837837838,0.7241379310344828,0.8529411764705882,0.7957380457380457,"[0.8529411764705882, 0.7241379310344828]","[0.7837837837837838, 0.8076923076923077]","[0.8169014084507042, 0.7636363636363637]","[0.7837837837837838, 0.8076923076923077]"
Gradient Boosting,10,2,1.0,1.0,0.8707264957264957,0.6080726832663519,0.6067653276955602,0.7777777777777778,0.8031746031746032,0.8064516129032258,0.8076923076923077,0.8055555555555556,0.75,0.8529411764705882,0.8066239316239316,"[0.8529411764705882, 0.75]","[0.8055555555555556, 0.8076923076923077]","[0.8285714285714286, 0.7777777777777778]","[0.8055555555555556, 0.8076923076923077]"
Gradient Boosting,11,3,1.0,1.0,0.8631687242798354,0.5767098360815943,0.5687203791469195,0.7346938775510204,0.7829313543599259,0.7936507936507936,0.6666666666666666,0.8888888888888888,0.8181818181818182,0.7804878048780488,0.7777777777777777,"[0.7804878048780488, 0.8181818181818182]","[0.8888888888888888, 0.6666666666666666]","[0.8311688311688312, 0.7346938775510204]","[0.8888888888888888, 0.6666666666666666]"
Gradient Boosting,12,3,1.0,1.0,0.8878600823045267,0.6422009322805733,0.6418604651162791,0.7924528301886793,0.820883949340915,0.8253968253968254,0.7777777777777778,0.8611111111111112,0.8076923076923077,0.8378378378378378,0.8194444444444444,"[0.8378378378378378, 0.8076923076923077]","[0.8611111111111112, 0.7777777777777778]","[0.8493150684931506, 0.7924528301886793]","[0.8611111111111112, 0.7777777777777778]"
Gradient Boosting,13,3,1.0,1.0,0.7193347193347194,0.3532592529461894,0.3525179856115107,0.6296296296296297,0.6759259259259259,0.6825396825396826,0.6538461538461539,0.7027027027027027,0.6071428571428571,0.7428571428571429,0.6782744282744283,"[0.7428571428571429, 0.6071428571428571]","[0.7027027027027027, 0.6538461538461539]","[0.7222222222222222, 0.6296296296296297]","[0.7027027027027027, 0.6538461538461539]"
